person_id,name,alternate_names,sex,race,age,date_of_death,active_duty,veteran,military_service_details,occupation,occupation_sectors,prisoner,incident_id,case_abstract,incident_date,incident_date_approx,incident_year_range_beg,incident_year_range_end,city,county,state,geonames_id_city,geonames_id_county,geonames_id_state,location_type,allegation_against_victim,perp_group_police,perp_group_posse,perp_group_mob,perp_group_hate,coroner_inquest,exoneration,grand_jury,charge,arrest,trial,conviction,sentence,case_id_fbi,case_id_doj,alleged_perpetrators
74,Benjamin Franklin Seldon,Bennie Franklin Seldon,m,African American,35,4/20/47,,,,railroad laborer,transportation,,851,"Benjamin Franklin Seldon, 35, a railroad worker, was killed in 1947 by John R. Strong, a special agent of the Illinois Central Railroad, in Memphis, Shelby County, Tennessee. Strong claimed that he shot Seldon when Seldon lunged at him and tried to grab his blackjack. A letter to the NAACP indicates that a trial jury acquitted.
",4/20/47,,1947,1947,Memphis,Shelby County,Tennessee,4641239,4657046,4662168,public conveyance,sleeping in a railroad station; attacking a police officer,TRUE,,,,,,TRUE,,TRUE,,,,,,John R. Strong
1113,Will Marion,William Marion,m,African American,40,11/7/49,,,,chauffeur,service,,852,"Will Marion (1904-1949), a chauffeur to Hugo Dixon, was killed by unknown person(s) in Shelby County, Tennessee. Dixon heard gunshots at the rear of his house and called the police. Sheriff Jimmy Thompson, chief deputy sheriff Hugh Bertschi, and five other deputy sheriffs responded. They determined that there had likely been a fight near the garage. They followed a trail of blood and found Marion’s brutalized body in the nearby woods. 
",11/7/49,,1949,1949,Memphis,Shelby County,Tennessee,4641239,4657046,4662168,victim's workplace,,,,,,,,,,,,,,,144-72-43,
101,Bruce Tisdale,Bruce Tinsdale,m,African American,27,2/8/41,,,,lumber mill worker,industrial / resource extraction,,854,"Bruce Tisdale, age 29, a lumber mill worker, was killed in 1941 in Andrews, Georgetown County, South Carolina. Tisdale and a co-worker were new hires at the mill. Five white men who had been fired—Luther Morris, Carl Eagerton, John Crib, Earl Barnes, and Lonnie Fulton—attacked them for “taking” their jobs, killing Tisdale. The five were charged in connection with the killing. Trial jury convicted two of manslaughter. ",2/8/41,,1941,1941,Andrews,Williamsburg County,South Carolina,4569362,4601150,4597040,unknown - rural,working on a job from which whites had been discharged; having an altercation with whites,,,,,TRUE,FALSE,,TRUE,,TRUE,TRUE,7 years,,,John Cribb||Luther Morris
827,Norris Dendy,Norris Denby||Norris Bendy,m,African American,,7/4/33,,,,carpenter,building trades / construction,,855,"Norris Dendy, a carpenter, was killed in 1933 by a white mob including Hubert Pitts, P. M. Pitts, Roy Pitts, J. Pitts Ray and Marvin Lollis in Laurens County, South Carolina. Dendy was arrested for striking a white man during an argument. The next day, the mob seized him from the jail and killed him. Grand jury declined to indict. An essay on this case, researched and authored by a CRRJ student, is available on request.",7/4/33,,1933,1933,Clinton,Laurens County,South Carolina,4575028,4584742,4597040,unknown - rural,striking a white man,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,J. Pitts Ray||Ray Pitts||L. L. Copeland||Caldwell Ware||Augustus Blakely||F. A. Geddes||Carl Weir||Red Watkins||Simon Pitts||Roy Pitts||P. M. Pitts||Hubert Pitts||Marvin Lollis||Lewis Bagwell||Pack Pitts||M. B. Owens||Marvin Stewart||Henry Young||J. McMillan||George Holland||Roy Tucker||[given name unknown] Davenport
76,Bennie Thompson,,m,African American,38,10/8/33,,,,farmer,agricultural,,856,"Bennie Thompson, age 38, was killed in 1933 by Burley Leppard and three others—Morris, Mayes, and Webb—in Ninety Six, Greenwood County, South Carolina. Thompson was arrested for pulling a knife on the four men during a fight. Leppard arranged with police chief Calvin Rush to snatch Thompson from jail. Leppard, Morris, Mayes, and Webb beat Thompson to death and left his body off of a highway. Trial jury acquitted. Indictment against Rush was withdrawn. Damage suit brought by Thompson’s widow Ada Thompson was dismissed. An essay on this case, researched and authored by a CRRJ student, is available on request.
",10/8/33,,1933,1933,Ninety Six,Greenwood County,South Carolina,4589300,4580575,4597040,public space - rural,arguing with a white man,TRUE,,,,TRUE,FALSE,TRUE,,,,,,,,Clarence Mayes||Burley Leppard||Kenneth Morris||Calvin Rush||Howard Webb
912,Robert Johnson,,m,African American,22,10/31/53,,TRUE,Korean War,,,,857,"Robert Johnson (1931 - 1953), a veteran, was killed by police officer Hubert L. Scott in Florence County, South Carolina. Scott claimed he shot Johnson after Johnson pulled a knife on him. The officer had arrested Johnson on a charge of being drunk and disorderly. Grand jury indicted after initially declining to indict. Trial jury acquitted.
",10/31/53,,1953,1953,Florence,Florence County,South Carolina,4578737,4578745,4597040,public space - urban,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,FALSE,,Savannah 44-310,144-67-116,Hubert Scott
36,Allen Green,Allen Greene,m,African American,52,4/24/30,,,,,agricultural||public sector,,858,"Allen Green, age 51, a town employee, was killed in 1930 by a mob in Walhalia, Oconee, South Carolina. Green was being held on a charge of attempting to assault a white woman. A mob dragged Green from jail after beating Sheriff John Thomas. The mob tied Green to a tree and shot him multiple times. John Sanders, alleged to have been in the mob, was arrested. Green’s widow Emma obtained a $2,000 judgment against the county.
",4/24/30,,1930,1930,Walhalla,Oconee County,South Carolina,4599981,4589892,4597040,public space - urban,attacking a white woman; attempting rape,TRUE,,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,Ibra Peterson||Pete Epps||Roy Pitts Blakely ||John S. Stevens||John Saunders||Dock Carver||Joe McCall Jr.||Mitch Lee||Alvin Jones||Jab Wilbanks||Robert Lee Ballinger||Laudy Harris||Weil Ellrod||Nelson Matthewson||J. L. Harris||Tillman Leard||Grady Lee||William Smith
193,Dan Jenkins,Daniel Jenkins,m,African American,22,6/21/30,,,,traveling construction worker,building trades / construction,,859,"Dan Jenkins, age 22, was killed in 1930 by a lynch mob in Union County, South Carolina. Jenkins was accused of sexually assaulting a white girl and a white woman. One thousand people searched for him. When he was found, he was shot to death by 30 to 100 men. Governor John Gardiner Richards deployed the National Guard to prevent the lynching, but to no avail. Jenkins’s  case was widely publicized at the time.
",6/21/30,,1930,1930,Union,Union County,South Carolina,4599214,4599283,4597040,public space - rural,sexually assaulting two white women; having a consensual affair with a white woman,,,TRUE,,TRUE,,,,,,,,,,
372,George Green,George Greene,m,African American,73,11/17/33,,,,tenant farmer,agricultural,,860,"George Green, age 65, a farmer, was killed in 1933 by klansmen in Chick Springs, Greenville County, South Carolina. Around fifteen men came to Green’s home and fatally shot him. Authorities knew no reason for the killing. Arrested and charged were G.L. Smith, N.J. Duncan, W.B. Harter, J.D. Daily, Andrew Monk, C.F. Jones, and E.W. Davis.
",11/17/33,,1933,1933,Taylors,Greenville County,South Carolina,4598353,4580549,4597040,victim's home,self-protection; being involved in a dispute over land,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,FALSE,,,,J. D. Dailey||H. J. Duncan||Andrew Monk||W. B. Harter||G. L. Smith||C. F. James
526,James Burts,James Bert,m,African American,23,7/12/48,,,,farming,agricultural,,861,"James Burts, approximately 23, was killed in 1948 by police officers R.C. Woodall and S.C. Kelley in Greenville County, South Carolina. John Peters called the police because Burts was allegedly drunk and causing a nuisance in Peters’ barbershop. Burts allegedly resisted arrest, and officers Woodall and Kelley brutally beat him. Burts died two days later in the hospital. Trial jury acquitted. 
",7/10/48,,1948,1948,Greenville,Greenville County,South Carolina,4580543,4580549,4597040,public space - urban,exhibiting drunkenness; resisting arrest,TRUE,,,,TRUE,TRUE,,,FALSE,TRUE,FALSE,,,144-68-28||144-68-0,R. C. Woodall||S. C. Kelley
571,James Walker Jr.,Bubber||Coon||Jimmy,m,African American,32,8/12/46,,,,paper mill worker at Virginia Pulp and Paper Company in North Charleston,industrial / resource extraction,,862,"James Walker Jr. (1913-1946), a paper mill employee, was killed by William Craig and others in Elko, Barnwell County, South Carolina. Walker was on a visit to his parents. He stopped at an establishment for a refreshment, and left when a fight broke out. He was followed to the family home by Craig and several other white men, and was shot to death while standing on the front porch.
",8/12/46,,1946,1946,Elko,Barnwell County,South Carolina,4577686,4570020,4597040,private space - domestic,"arguing or fighting with a white man in a store; failing to call a white man ""mister""",,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,144-67-13,Barney Givens||John Craig||Bill Craig||Richard McCurley
990,St. Clair V. Pressley,St. Claire Ulmer Pressley||Sinclair Pressley||St. Claire Pressley,m,African American,21,11/10/45,,TRUE,,,,,863,"St. Clair V. Pressley (1923 – 1945), a veteran, was killed by police officer W. A. Parratt in Florence County, South Carolina. Parratt shot Pressley, claiming that he resisted arrest and pulled out a knife.",11/10/45,,1945,1945,Johnsonville,Florence County,South Carolina,4583632,4578745,4597040,private space - commercial,causing a disturbance; exhibiting drunkenness; using abusive language; threatening a police officer with a knife,TRUE,,,,TRUE,TRUE,TRUE,,,,,,Savannah 44-36,144-18-39||144-67-10,Weldon A. Parrott
1136,Willie Earle,,m,African American,24,2/17/47,,,,irregularly employed as truck driver and plumber's helper,transportation||building trades / construction,,864,"Willie Earle, 24, a laborer, was killed in 1947 by a mob led by R. Carlos Herd, a taxi cab dispatcher, in Greenville County, South Carolina. The mob kidnapped Earle from jail, then beat and shot him. Earle was a suspect in an earlier stabbing and robbing of taxi driver T. W. Brown. Thirty-one people were arrested. A jury acquitted the defendants.",2/17/47,,1947,1947,Greenville,Greenville County,South Carolina,4580543,4580549,4597040,public space - urban,"assaulting, robbing, and murdering a white taxi driver",TRUE,,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,Charlotte 44-73,144-68-21,Samuel D. Stewart||Howard Thompson||Hendrix Rector||James Robert Forrester||Henry Verner Culbertson||Ernest W. Stokes||Earl E. Martin||Jerimiah Columbus McNeeley||Charles Maurice Covington||Veldee Grady Scott||John J. Willimon||Albert Eugene Sims||George Rogers McFalls||Marvin Henry Fleming||Hubert Carter||Fletcher B. Sweet||James Truman Cantrell||Jessie Lee Sammons||Paul E. Griggs Jr.||Duran Garrett Keenan||Willie Eugene Bishop||Roosevelt Carlos Herd Sr.||Woodrow Wilson Clardy||James Arthur Fowler||Walter Carey Gravely||Franklin Dewitt Shephard||Walter Towers Crawford||John Clifton Joy||Perry Murrell||James Edward Gilstrap||Vardry McBee Norris||Walter Daffin Oakley||John B. Marchant
186,Carnell Williams,Cornell Williams,m,African American,25,4/10/35,,,,,,TRUE,865,"Willie Jackson, about 25, a laborer, was killed in 1935 by a posse led by law enforcement officers in Kershaw County, South Carolina. The posse rounded up and shot Jackson, who had escaped from the state prison farm with a group of prisoners. 

Frasier Lyle was killed in 1935 possibly by a law enforcement posse in Sumter County, South Carolina. A letter in an NAACP file lists Lyle as one of a group of men, including Carnell Williams, who escaped from a state farm prison and were hunted down the posse. 

Carnell Williams, a laborer, approximately 25 years old, was killed in 1935 by a law enforcement posse in Sumter County, South Carolina. Williams was one of a group of men who escaped from a state prison farm. The posse found him and several of the others after a five-day hunt and fatally shot him.
",4/10/35,,1935,1935,Boykin,Kershaw County,South Carolina,4572037,4583989,4597040,public space - rural,attempting to break out of a prison camp; attacking a prison guard,TRUE,TRUE,TRUE,,,,,,,,,,,,
343,Frasier Lyle,,m,African American,,,,,,,,TRUE,865,"Willie Jackson, about 25, a laborer, was killed in 1935 by a posse led by law enforcement officers in Kershaw County, South Carolina. The posse rounded up and shot Jackson, who had escaped from the state prison farm with a group of prisoners. 

Frasier Lyle was killed in 1935 possibly by a law enforcement posse in Sumter County, South Carolina. A letter in an NAACP file lists Lyle as one of a group of men, including Carnell Williams, who escaped from a state farm prison and were hunted down the posse. 

Carnell Williams, a laborer, approximately 25 years old, was killed in 1935 by a law enforcement posse in Sumter County, South Carolina. Williams was one of a group of men who escaped from a state prison farm. The posse found him and several of the others after a five-day hunt and fatally shot him.
",4/10/35,,1935,1935,Boykin,Kershaw County,South Carolina,4572037,4583989,4597040,public space - rural,attempting to break out of a prison camp; attacking a prison guard,TRUE,TRUE,TRUE,,,,,,,,,,,,
1108,Willie Jackson,William Jackson,m,African American,25,4/10/35,,,,,,TRUE,865,"Willie Jackson, about 25, a laborer, was killed in 1935 by a posse led by law enforcement officers in Kershaw County, South Carolina. The posse rounded up and shot Jackson, who had escaped from the state prison farm with a group of prisoners. 

Frasier Lyle was killed in 1935 possibly by a law enforcement posse in Sumter County, South Carolina. A letter in an NAACP file lists Lyle as one of a group of men, including Carnell Williams, who escaped from a state farm prison and were hunted down the posse. 

Carnell Williams, a laborer, approximately 25 years old, was killed in 1935 by a law enforcement posse in Sumter County, South Carolina. Williams was one of a group of men who escaped from a state prison farm. The posse found him and several of the others after a five-day hunt and fatally shot him.
",4/10/35,,1935,1935,Boykin,Kershaw County,South Carolina,4572037,4583989,4597040,public space - rural,attempting to break out of a prison camp; attacking a prison guard,TRUE,TRUE,TRUE,,,,,,,,,,,,
23,Albert King Sr.,,m,African American,37,8/13/37,,,,carpenter,building trades / construction,,866,"Albert King Sr. (1900-1937), a carpenter, was killed by C.L. Bessinger in Georgetown County, South Carolina. NAACP correspondence states that King was “killed for poaching on a millionaire’s estate.” Bessinger was the estate’s watchman. A coroner’s jury concluded that Bessinger shot King in self-defense.
",8/13/37,,1937,1937,Georgetown,Georgetown County,South Carolina,4579662,4579666,4597040,private space - domestic,poaching,,,,,TRUE,TRUE,,FALSE,,,,,,,C. L. Bessinger
54,Arthur Davis,,m,African American,28,3/30/33,,,,laborer,laborer,,867,"Arthur Davis, age 28, a laborer, was killed by unidentified person(s) in Columbia, Richland County, South Carolina. Davis’s throat was cut on the grounds of a carnival. Two white men were arrested.
",3/30/33,before 1933-04-29,1933,1933,Columbia,Richland County,South Carolina,4575352,4592843,4597040,private space - commercial,,,,,,TRUE,FALSE,,,TRUE,,,,,,
60,Arthur Simmons,,m,African American,17,10/12/45,,,,,service,,868,"Arthur Simmons (1931-1945), a delivery boy for a dairy, died in Charleston, South Carolina. Death certificate states that Simmons died of injuries from being run over by a truck. Death ruled an accident. Letter to NAACP suggests that Simmons was killed.",10/12/45,before 1945-10-15,1945,1945,Charleston,Charleston County,South Carolina,4574324,4574328,4597040,private space - other,,,,,,TRUE,TRUE,,,,,,,,,
97,[given name unknown] Boom,,m,African American,,,,,,,,,869,"Mr. Boom, first name unknown, was killed in 1947 by unknown person(s) in Ninety Six, Greenwood County, South Carolina. A telegram to the NAACP alleges that Boom was taken from jail and burned to death.
",,on or around 1947-02-14,1947,1947,Ninety Six,Greenwood County,South Carolina,4589300,4580575,4597040,,,,,,,,,,,,,,,,,
134,Charles Green Jones,Charlie Jones||Charles Jones,m,African American,33,3/31/43,,,,construction worker,building trades / construction,,870,"Charles Green Jones (1910-1943), a pipefitter, was killed by Charles F. Peet in Charleston, South Carolina. Jones was on a picket line for a labor union that was striking against a construction company. Allan M. Scarborough, a company foreman, attacked Jones. As the two men fought for Scarborough’s gun, Peet, a company representative, fatally shot Jones. Trial jury acquitted.
",3/31/43,,1943,1943,North Charleston,Charleston County,South Carolina,4589387,4574328,4597040,public space - urban,picketing; engaging in union activity; committing simple trespass,,,,,TRUE,FALSE,,,TRUE,TRUE,FALSE,,Atlanta 44-48||Washington Field Office 44-16||Savannah 62-168,144-67-2||144-67-1,Charles F. Peet||Allen M. Scarborough
176,Clifton McCrae,,m,African American,,5/13/41,,,,,,,871,"Clifton McCrae was killed in 1941 by police officer Honeycutt in Clio, Marlboro County, South Carolina. According to a letter by Thomas Fletcher Brown to the NAACP, McCrae was visiting Clio, where he had once lived, and was speaking with friends on the street. Honeycutt came over and started searching him. McCrae asked why he was being searched. Without answering, Honeycutt started searching McCrae’s shirt. McCrae allegedly reached for a pistol that was in his shirt, and Honeycutt shot him five times.
",5/13/41,,1941,1941,Clio,Marlboro County,South Carolina,4575048,4586301,4597040,public space - urban,,TRUE,,,,,,,,,,,,,,[given name unknown] Honeycut
231,Duffy Barksdale,L. M. D. Barksdale||Leonard Barksdale,m,African American,,5/22/33,,,,farmer,agricultural,,872,"Duffy Barksdale, a tenant farmer, was killed in 1933 by Willie King and officer Caldwell Weir in Clinton, Laurens County, South Carolina. Barksdale had received a federal farm loan of $130. Barksdale refused to endorse the check to B.L. King, Sr. It is unclear why King. felt entitled to the money. B.L. King, along with his son Willie and officer Weir, came to the field where Barksdale was working. Willie and Weir fatally shot Barksdale in the presence of Barksdale’s sons James, 21, and Robert, 17. James and Robert were convicted of criminal assault and sentenced to a year on a chain gang. A grand jury “quashed” the case against King and Weir.
",5/22/33,,1933,1933,Clinton,Laurens County,South Carolina,4575028,4584742,4597040,victim's workplace,borrowing money through the government instead of through a landlord; refusing to sign his federal farm loan over to a white man,TRUE,,,,TRUE,TRUE,,,,,,,,,Carl Weir||B. L. King Sr.||L. L. Copeland||William King
377,George Jeter,,m,African American,,2/19/33,,,,,,,874,"George Jeter was killed in 1933 by Stamp Floyd, Jim Hancock, Jim Patterson, and W.M. Hitt in Clinton, Laurens County, South Carolina. The four white men, claiming that Jeter had stolen their whiskey, kidnapped Jeter from the local jail and flogged him to death in the woods. Indictments were returned in the case.
",2/14/33,,1933,1933,,Aiken County,South Carolina,,4569073,4597040,unknown - rural,stealing liquor from white bootleggers,,,,,,,TRUE,TRUE,TRUE,,,,,,W. M. Hitt||Jim Patterson||Stamp Floyd||Jim Hancock
436,Henry Campbell,,m,African American,,,,,,road worker,building trades / construction,,875,"Henry Campbell, a road construction worker, was killed in 1932 in either Marion County or Horry County, South Carolina. Campbell had been fired from his job by road construction foreman H.L. Tolbert, and allegedly retaliated by shooting Tolbert. An armed posse of 100 men went in search of Campbell. Accounts differ. Under one account, Campbell was fatally shot by posse member Hubert Richardson. Under the other account, the posse found Campbell and riddled his body with bullets.
",,on or before 1932-11-03,1932,1932,,Horry County,South Carolina,,4582287,4597040,unknown - rural,murdering a white man,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,Hubert Richardson
515,Jackson Littlejohn,Jack Littlejohn,m,African American,26,2/14/46,,,,butler,service,,877,"Jackson Littlejohn (1919-1946), a butler, was killed by Johnny Wood in Gaffney, Cherokee County, South Carolina. Littlejohn had been serving at a party for a man named Dr. Lee Nesbitt. He was dropped off after the party, and fifteen minutes later was fatally shot by Wood. Wood claimed that Littlejohn was trying to break into his home.
",2/14/46,before 1946-02-15,1946,1946,Gaffney,Cherokee County,South Carolina,4579418,4574428,4597040,public space - urban,breaking into a white man's home or peeping into a window,,,,,TRUE,TRUE,,,,,,,,,Johnny Wood
548,Melwood Johnson,Millwood Johnson||James Johnson,m,African American,45,12/6/39,,,,railroad employee,transportation||agricultural,,879,"James Johnson, age 45, a railway employee, died in 1939 in police custody in Florence County, South Carolina. Police officers J.E. Bailey and Tommy Hewitt arrested Johnson for allegedly stealing lumber from Atlantic Coast Line railway yards. Hewitt and possibly also Bailey brutally beat Johnson. Coroner’s inquest cleared the officers; it concluded that Johnson hanged himself.
",12/6/39,,1939,1939,Florence,Florence County,South Carolina,4578737,4578745,4597040,public space - urban,resisting arrest,TRUE,,,,TRUE,TRUE,,,,,,,,,J. E. Bailey||Tommy Hewitt
611,Joe Lewis,Joseph Lewis,m,African American,60,,,,,laborer in the building trades,building trades / construction,,880,"Joe Lewis, a laborer, was killed either by his son or by police in 1950 in Aiken County, South Carolina. Lewis had called the police to his home to break up a fight between his sons, Luther, 26, and Hudson, 28. Accounts agree that police officers Rufus H. Rodgers and Frampton Gregory reported to the scene, that Luther fought with them, grabbed Rodgers’ gun, and the gun was fired, killing Rodgers. Accounts differ on whether Luther shot his father as well, or whether police returned with back-up and fatally shot Lewis. Luther was convicted for killing Rodgers.
",4/22/50,before 1950-06-29,1950,1950,Aiken,Aiken County,South Carolina,4569067,4569073,4597040,victim's home,being involved in a domestic dispute,TRUE,,,,,,,,,,,,,,
691,Larry Stroud,,m,African American,24,11/4/42,TRUE,,private,,,,881,"Pvt. Larry Stroud (1918-1942), a U.S. Army soldier, was killed by police officer H.W. Steinert in Fort Jackson, Richland County, South Carolina. Stroud was allegedly drunk when Steinert shot him in the back of the head. It is unclear whether Steinert was cleared by a coroner’s inquest or acquitted at a jury trial.
",11/4/42,,1942,1942,Columbia,Richland County,South Carolina,4575352,4592843,4597040,public space - urban,exhibiting drunkenness; threatening a police officer with a rock,TRUE,,,,TRUE,TRUE,,,,TRUE,FALSE,,,,H. W. Steinert
733,Aletha Bell Carter,Lila Bell Carter||Lila Bella Carter||Letha Belle Carter,f,African American,16,8/15/45,,,,,,,882,"Aletha Bell Carter, 17, a high school girl, was killed in 1945 in Horry County, South Carolina. Carter disappeared after leaving home to go to a store. She was found dead in a ditch. Although her death certificate stated the cause of death as drowning, an examination revealed that Carter was struck and raped. A white insurance agent was suspected of raping and killing Carter. ",8/15/45,,1945,1945,Pine Island,Horry County,South Carolina,4591206,4582287,4597040,public space - rural,,,,,,TRUE,TRUE,,,,,,,,144-67-11,
805,Moses Greene,Moses Green,m,African American,47,9/8/45,,TRUE,,farmer (and possibly moonshiner),criminal||agricultural,,883,"Moses Greene (1889 - 1945), a farmer and veteran, was killed by two deputy sheriffs on his farm in Aiken County, South Carolina. The officers offered no explanation for the killing and were not prosecuted.",9/8/45,,1945,1945,Ellenton (historical),Barnwell County,South Carolina,4577724,4570020,4597040,victim's home,resisting arrest; driving with broken headlight,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,,,Savannah 44-35||Bureau 44-1322,144-18-39||144-67-13||144-67-9,John Steed||Samuel Lowe
807,Moses C.  Fullwood,Moses P. Fullwood||Mose Fullard,m,African American,54,8/1/54,,,,farmer,agricultural,,884,"Moses C. Fullwood, 54, a farmer, was killed in 1954 by police officer Creighton Bradley in Lee County, South Carolina. Bradley shot Fullwood during an arrest for drunkenness, claiming self-defense. Bradley said Fullwood resisted arrest and tried to attack him with a bottle.",8/1/54,,1954,1954,Lynchburg,Lee County,South Carolina,4585999,4584845,4597040,unknown - urban,attacking a police officer with a bottle; resisting arrest on a charge of drunkenness,TRUE,,,,TRUE,TRUE,,,,,,,,144-67-138,Creighton Bradley
945,Rosa Carter,,f,African American,42,7/15/52,,,,,,,886,"Rosa Carter (1910 – 1952), a housewife, was killed by Deputy Sheriff Roy Meeks in Greenville County, South Carolina. Meeks claimed that he, special deputy Paul Hamby and Arvin Weaver, a civilian, entered Carter’s home because of noise. There, Meeks beat Carter on the head with a blackjack. Trial jury acquitted.",7/5/52,,1952,1952,Piedmont,Anderson County,South Carolina,4590980,4569313,4597040,victim's home,,TRUE,,,,,,,,,,,,,144-68-56,Roy Meeks
960,Sam Alexander,,m,African American,,,,,,lumberman and furniture worker,industrial / resource extraction,,887,"Sam Alexander, a worker at the Maynord Lumber Company, died in 1940 in Chesterfield County, South Carolina. Alexander went out fishing with John Maynord, a white man, and had gone missing.  It was later reported that he drowned when his boat turned over. Black residents of the town suspected that Alexander was murdered because he had quit Maynord’s company and found a new job.
",,three weeks before 1940-06-05,1940,1940,Cheraw,Chesterfield County,South Carolina,4574434,4574554,4597040,unknown - rural,dispute over quitting his job and over back wages,,,,,,,,,,,,,,,John Maynord
1126,William Fowler,Williams Fowler,m,African American,23,7/13/41,,,,cook,service,,889,"William Fowler (1918 - 1941), a cook, was allegedly shot to death by W. C. Hays or Hase in Spartanburg County, South Carolina. According to a letter that Fowler’s mother wrote to the Justice Department, Hays (sp.)may have been a police officer. Fowler’s mother wrote that the police believed Fowler had killed someone and claimed they had a warrant for his arrest but they did not. ",7/13/41,,1941,1941,Spartanburg,Spartanburg County,South Carolina,4597200,4597204,4597040,unknown - urban,committing murder,TRUE,,,,,,,,,,,,,,W. C. Hays
674,Joseph Roland,Joseph Rowland,m,African American,21,9/13/41,,,,laborer at ordnance depot (WPA),public sector,,890,"Joseph Roland (1920 - 1941), a laborer, was killed by James T. Harris in Charleston, South Carolina. Harris, who was a driller at the navy yard, claimed that a Black man on the street “made a pass” at his 12 year-old niece. Harris and his brother chased the Black man but lost him. The brothers then walked back to a café. There, a fight ensued between the brothers and a group of Black men in which Harris stabbed Roland. A coroner reported that Roland was not the man who had been chased by the brothers. The Harris brothers were arrested. ",9/13/41,before 1941-09-25,1941,1941,Charleston,Charleston County,South Carolina,4574324,4574328,4597040,private space - commercial,making a pass at a white girl,,,,,,,,,TRUE,,,,,,Roy V. Harris||James T. Harris
774,Mary Johnson,Marry Johnson,f,African American,36,4/24/37,,,,domestic worker,service,,891,"Mary Johnson (1900 - 1937), a domestic worker, was killed in a car incident in Orangeburg County, South Carolina. A man ran a car into a wagon, killing two women and injuring six others.  ",4/24/37,,1937,1937,Bowman,Orangeburg County,South Carolina,4571994,4590186,4597040,public space - rural,,TRUE,,,,,,,,,,,,,,Doris Sloan||Rooche Boone||[given name unknown] Boone||Georginna Folse||Rhea Folse||Rudolph Kizer
239,Eck Knuckles,,m,African American,,,,,,,,,892,"Eck Knuckles was killed in 1930 by police officer C. M. Rash in Spartanburg County, South Carolina. Rash shot Knuckles, claiming Knuckles attempted to resist arrest on a charge of disorderly conduct. At a criminal trial, the prosecution contended that Rash had no warrant to arrest Knuckles and no basis to shoot him. The jury acquitted Rash after a half hour’s deliberation.
",,before 1930-06-21,1930,1930,Spartanburg,Spartanburg County,South Carolina,4597200,4597204,4597040,victim's home,brawling in a cafe; resisting arrest,TRUE,,,,,,,TRUE,,TRUE,FALSE,,,,C. M. Rash
551,James Sanders,James Lewis,m,African American,,,,,,,,,893,"James Sander was killed in 1948 in Brunswick County, South Carolina. Sanders and some friends stopped at a gas station to go to the bathroom. Because there were no facilities for Black people at the station, they were asked to go to the back. While at the back, a man who might have been the station’s owner cursed and attacked them with a knife. Sanders was stabbed in the abdomen. 
",,Sep-48,1948,1948,Little River,Horry County,South Carolina,4585421,4582287,4597040,private space - commercial,urinating in public,,,,,,,,,,,,,,,[given name unknown] Cobb
96,Booker T. Spicely,Booker T. Specily||Booker T. Specely,m,African American,34,7/8/44,TRUE,,Army private,,,,894,"Pvt. Booker T. Spicely (1909 - 1944) was killed by Herman Lee Council in Durham County, North Carolina. Herman Lee Council, a bus driver, had ordered Spicely to sit in the back of the bus. Spicely protested but eventually moved to the back. When Spicely got off the bus, Council shot Spicely, alleging that Spicely started an argument and advanced on him. A trial  jury acquitted Council. An essay on this case, researched and authored by a CRRJ student, is available on request.
",7/8/44,,1944,1944,Durham,Durham County,North Carolina,4464368,4464374,4482348,public conveyance,refusing to move to the back of the bus,,,,,,,TRUE,,TRUE,TRUE,FALSE,,,144-54M-2,Herman Councill
501,J. C. Farmer,Josh Farmer||John Winston Farmer,m,African American,19,8/3/46,,TRUE,World War II,farm hand,agricultural,,895,"J. C. Farmer (1926 - 1946), a farmer and WWII veteran, was killed by a posse in Wilson County, North Carolina. Farmer was waiting for a bus when a policeman attacked him. A scuffle ensued. Farmer was killed after the incident with the officer. An essay on this case, researched and authored by a CRRJ student, is available on request.
",8/3/46,,1946,1946,Sims,Wilson County,North Carolina,4491812,4499428,4482348,private space - agricultural or industrial,fighting with a police officer,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,Fes Bissette
838,Otis Newsome Sr.,Otis Newsome||Otis Newton,m,African American,26,3/27/48,,TRUE,World War II,funeral director and/or auto mechanic,professional||service,,896,"Otis Newsome Sr. (1922 - 1948), an auto mechanic and WWII veteran, was killed by U. C Strickland, a service station operator in Wilson County, North Carolina. Newsome and two companions went to Strickland to purchase brake fluid but were not able to put it in their vehicle. When they asked Strickland if they could borrow a funnel,  Strickland refused to assist them and demanded that they pay. While one of the men was reaching in his pocket to pay, Strickland fatally shot Newsome. Trial jury acquitted. An essay on this case, researched and authored by a CRRJ student, is available on request.
",3/27/48,,1948,1948,Wilson,Wilson County,North Carolina,4499389,4499428,4482348,private space - commercial,arguing over the charge for brake fluid,,,,,,,,,TRUE,TRUE,FALSE,,,,U. C. Strickland
